,gene_name,chr,orientation,start,end,goi,locus_name,tair_name,object_name,relationship,ontology,go_id,tair_id,Aspect,goslim,evidence_code,evidence_description,evidence_with,reference,annotator,date,set
188,PFS2,2,R,224156,226192,False,AT2G01500,locus:2049547,AT2G01500,acts upstream of or within,plant ovule morphogenesis,GO:0048482,19032,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501712342|PMID:15058443  ,TAIR,2004-08-31,1
189,PFS2,2,R,224156,226192,False,AT2G01500,locus:2049547,AT2G01500,acts upstream of or within,plant ovule morphogenesis,GO:0048482,19032,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501712342|PMID:15058443  ,TAIR,2004-08-31,1
190,ABH1,2,F,5636884,5642957,False,AT2G13540,locus:2054137,AT2G13540,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,anatomical structure development,NAS,meeting abstract,NONE,Publication:1547200,TAIR,2016-08-29,1
191,ABH1,2,F,5636884,5642957,False,AT2G13540,locus:2054137,AT2G13540,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,multicellular organism development,NAS,meeting abstract,NONE,Publication:1547200,TAIR,2016-08-29,1
192,ADC1,2,R,7150622,7153339,False,AT2G16500,locus:2045111,AT2G16500,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IGI,double mutant analysis,NONE,Publication:501714982|PMID:15733873  ,TAIR,2005-06-27,2
193,ADC1,2,R,7150622,7153339,False,AT2G16500,locus:2045111,AT2G16500,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IGI,double mutant analysis,NONE,Publication:501714982|PMID:15733873  ,TAIR,2005-06-27,2
194,ADC1,2,R,7150622,7153339,False,AT2G16500,locus:2045111,AT2G16500,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IGI,double mutant analysis,NONE,Publication:501714982|PMID:15733873  ,TAIR,2005-06-27,2
195,CGF2,2,F,7285736,7287365,False,AT2G16800,locus:2059889,AT2G16800,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT4G35080,Publication:501789421|PMID:32306898  ,TAIR,2020-05-01,1
196,CGF2,2,F,7285736,7287365,False,AT2G16800,locus:2059889,AT2G16800,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,none,,Publication:501789421|PMID:32306898  ,,2024-04-19,1
197,CGF2,2,F,7285736,7287365,False,AT2G16800,locus:2059889,AT2G16800,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IGI,double mutant analysis,AGI_LocusCode:AT4G35080,Publication:501789421|PMID:32306898  ,TAIR,2020-05-01,1
198,CGF2,2,F,7285736,7287365,False,AT2G16800,locus:2059889,AT2G16800,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,none,,Publication:501789421|PMID:32306898  ,,2024-04-19,1
199,CGF2,2,F,7285736,7287365,False,AT2G16800,locus:2059889,AT2G16800,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,none,,Publication:501789421|PMID:32306898  ,,2024-04-19,1
200,CGF2,2,F,7285736,7287365,False,AT2G16800,locus:2059889,AT2G16800,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT4G35080,Publication:501789421|PMID:32306898  ,TAIR,2020-05-01,1
201,NTRA,2,F,7564345,7566539,False,AT2G17420,locus:2827602,AT2G17420,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IGI,double mutant analysis,NONE,Publication:501722454|PMID:17586656  ,TAIR,2009-02-19,2
202,NTRA,2,F,7564345,7566539,False,AT2G17420,locus:2827602,AT2G17420,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IGI,double mutant analysis,NONE,Publication:501722454|PMID:17586656  ,TAIR,2009-02-19,2
203,NTRA,2,F,7564345,7566539,False,AT2G17420,locus:2827602,AT2G17420,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IGI,double mutant analysis,NONE,Publication:501722454|PMID:17586656  ,TAIR,2009-02-19,2
204,HK1,2,R,7742924,7748220,False,AT2G17820,locus:2827836,AT2G17820,acts upstream of or within,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,biochemical/chemical analysis,NONE,Publication:501724446|PMID:18441212  ,TAIR,2008-06-09,2
205,HK1,2,R,7742924,7748220,False,AT2G17820,locus:2827836,AT2G17820,acts upstream of or within,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,biochemical/chemical analysis,NONE,Publication:501724446|PMID:18441212  ,TAIR,2008-06-09,2
206,HK1,2,R,7742924,7748220,False,AT2G17820,locus:2827836,AT2G17820,acts upstream of or within,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,biochemical/chemical analysis,NONE,Publication:501724446|PMID:18441212  ,TAIR,2008-06-09,2
207,TTN5,2,F,7988165,7989525,False,AT2G18390,locus:2062085,AT2G18390,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:100|PMID:10948257  ,TAIR,2003-03-26,2
208,TTN5,2,F,7988165,7989525,False,AT2G18390,locus:2062085,AT2G18390,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:100|PMID:10948257  ,TAIR,2003-03-26,2
209,TTN5,2,F,7988165,7989525,False,AT2G18390,locus:2062085,AT2G18390,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:100|PMID:10948257  ,TAIR,2003-03-26,2
210,YIP4a,2,F,8158198,8160091,False,AT2G18840,locus:2044455,AT2G18840,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IMP,none,,Publication:501755968|PMID:23832588  ,,2021-03-31,1
211,YIP4a,2,F,8158198,8160091,False,AT2G18840,locus:2044455,AT2G18840,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IMP,none,,Publication:501755968|PMID:23832588  ,,2021-03-31,1
212,GRP2B,2,R,9036793,9037650,False,AT2G21060,locus:2047092,AT2G21060,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501741642|PMID:21282328  ,TAIR,2011-03-14,1
213,GRP2B,2,R,9036793,9037650,False,AT2G21060,locus:2047092,AT2G21060,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501741642|PMID:21282328  ,TAIR,2011-03-14,1
214,PSK2,2,F,9737607,9738298,False,AT2G22860,locus:2059216,AT2G22860,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,multicellular organism development,ISS,Sequence similarity (homologue of/most closely related to),Asparagus PSK,Publication:1546030|PMID:11706167  ,TAIR,2016-08-29,1
215,PSK2,2,F,9737607,9738298,False,AT2G22860,locus:2059216,AT2G22860,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,anatomical structure development,ISS,Sequence similarity (homologue of/most closely related to),Asparagus PSK,Publication:1546030|PMID:11706167  ,TAIR,2016-08-29,1
216,ATCSLC08,2,R,10471303,10474503,False,AT2G24630,locus:2046688,AT2G24630,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IMP,none,,Publication:501790690|PMID:32737163  ,,2021-03-31,1
217,ATCSLC08,2,R,10471303,10474503,False,AT2G24630,locus:2046688,AT2G24630,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IMP,none,,Publication:501790690|PMID:32737163  ,,2021-03-31,1
218,OVA4,2,F,11021848,11025370,False,AT2G25840,locus:2043570,AT2G25840,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
219,OVA4,2,F,11021848,11025370,False,AT2G25840,locus:2043570,AT2G25840,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
220,OVA4,2,F,11021848,11025370,False,AT2G25840,locus:2043570,AT2G25840,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
221,RSL1,2,F,11127134,11128476,False,AT2G26130,locus:2057401,AT2G26130,acts upstream of or within,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501757723|PMID:24388521  ,rserrano,2014-04-01,2
222,RSL1,2,F,11127134,11128476,False,AT2G26130,locus:2057401,AT2G26130,acts upstream of or within,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501757723|PMID:24388521  ,rserrano,2014-04-01,2
223,RSL1,2,F,11127134,11128476,False,AT2G26130,locus:2057401,AT2G26130,acts upstream of or within,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501757723|PMID:24388521  ,rserrano,2014-04-01,2
224,3BETAHSD/D2,2,F,11178100,11182976,False,AT2G26260,locus:2057786,AT2G26260,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IMP,none,,Publication:501750187|PMID:22673766  ,,2021-03-31,1
225,3BETAHSD/D2,2,F,11178100,11182976,False,AT2G26260,locus:2057786,AT2G26260,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IMP,none,,Publication:501750187|PMID:22673766  ,,2021-03-31,1
226,ER,2,R,11208183,11213971,True,AT2G26330,locus:2005507,AT2G26330,acts upstream of or within,regulation of plant organ morphogenesis,GO:1905421,52632,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:3959|PMID:8624444   ,TAIR,2016-09-08,1
227,ER,2,R,11208183,11213971,True,AT2G26330,locus:2005507,AT2G26330,acts upstream of or within,regulation of plant organ morphogenesis,GO:1905421,52632,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:3959|PMID:8624444   ,TAIR,2016-09-08,1
228,PGY1,2,R,11763217,11764845,False,AT2G27530,locus:2042087,AT2G27530,acts upstream of or within,post-embryonic plant organ development,GO:0090696,52623,P,post-embryonic development,IGI,double mutant analysis,AGI_LocusCode:AT5G60690,Publication:501724040|PMID:18305008  ,TAIR,2016-08-29,1
229,PGY1,2,R,11763217,11764845,False,AT2G27530,locus:2042087,AT2G27530,acts upstream of or within,post-embryonic plant organ development,GO:0090696,52623,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT5G60690,Publication:501724040|PMID:18305008  ,TAIR,2016-08-29,1
230,PGY1,2,R,11763217,11764845,False,AT2G27530,locus:2042087,AT2G27530,acts upstream of or within,post-embryonic plant organ development,GO:0090696,52623,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT5G60690,Publication:501724040|PMID:18305008  ,TAIR,2016-08-29,1
231,SOK3,2,F,11999836,12002499,False,AT2G28150,locus:2046213,AT2G28150,involved in,plant organ morphogenesis,GO:1905392,52613,P,anatomical structure development,IMP,none,,Publication:501783868|PMID:30737509  ,,2021-03-31,1
232,SOK3,2,F,11999836,12002499,False,AT2G28150,locus:2046213,AT2G28150,involved in,plant organ morphogenesis,GO:1905392,52613,P,multicellular organism development,IMP,none,,Publication:501783868|PMID:30737509  ,,2021-03-31,1
233,ARF10,2,F,12114331,12116848,False,AT2G28350,locus:2057517,AT2G28350,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501723012|PMID:17672844  ,TAIR,2008-01-25,1
234,ARF10,2,F,12114331,12116848,False,AT2G28350,locus:2057517,AT2G28350,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501723012|PMID:17672844  ,TAIR,2008-01-25,1
235,MON1,2,R,12139580,12143465,False,AT2G28390,locus:2057552,AT2G28390,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IMP,none,,Publication:501760216|PMID:24824487  ,,2021-03-31,1
236,MON1,2,R,12139580,12143465,False,AT2G28390,locus:2057552,AT2G28390,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IMP,none,,Publication:501760216|PMID:24824487  ,,2021-03-31,1
237,RAP2.7,2,R,12225842,12228543,False,AT2G28550,locus:2056573,AT2G28550,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,multicellular organism development,IMP,none,NONE,Publication:2476|PMID:9636071   ,TIGR,2016-08-29,1
238,RAP2.7,2,R,12225842,12228543,False,AT2G28550,locus:2056573,AT2G28550,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,anatomical structure development,IMP,none,NONE,Publication:2476|PMID:9636071   ,TIGR,2016-08-29,1
239,PRS,2,F,12262013,12263415,False,AT2G28610,locus:2065484,AT2G28610,acts upstream of or within,plant organ development,GO:0099402,51097,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT3G18010,Publication:501734912|PMID:19717616  ,TAIR,2016-08-29,1
240,PRS,2,F,12262013,12263415,False,AT2G28610,locus:2065484,AT2G28610,acts upstream of or within,plant organ development,GO:0099402,51097,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT3G18010,Publication:501734912|PMID:19717616  ,TAIR,2016-08-29,1
241,CHAL,2,R,12940455,12942409,False,AT2G30370,locus:2065719,AT2G30370,involved in,plant ovule development,GO:0048481,19033,P,multicellular organism development,IGI,quadruple mutant analysis,"AGI_LocusCode:AT5G10310,AGI_LocusCode:AT4G37810,AGI_LocusCode:AT3G13898,AGI_LocusCode:AT4G14723,AGI_LocusCode:AT3G22820,AGI_LocusCode:AT2G30370",Publication:501802674|PMID:36564978  ,TAIR,2023-06-28,1
242,CHAL,2,R,12940455,12942409,False,AT2G30370,locus:2065719,AT2G30370,involved in,plant ovule development,GO:0048481,19033,P,anatomical structure development,IGI,quadruple mutant analysis,"AGI_LocusCode:AT5G10310,AGI_LocusCode:AT4G37810,AGI_LocusCode:AT3G13898,AGI_LocusCode:AT4G14723,AGI_LocusCode:AT3G22820,AGI_LocusCode:AT2G30370",Publication:501802674|PMID:36564978  ,TAIR,2023-06-28,1
243,CHAL,2,R,12940455,12942409,False,AT2G30370,locus:2065719,AT2G30370,involved in,plant ovule development,GO:0048481,19033,P,flower development,IGI,quadruple mutant analysis,"AGI_LocusCode:AT5G10310,AGI_LocusCode:AT4G37810,AGI_LocusCode:AT3G13898,AGI_LocusCode:AT4G14723,AGI_LocusCode:AT3G22820,AGI_LocusCode:AT2G30370",Publication:501802674|PMID:36564978  ,TAIR,2023-06-28,1
244,TCL1,2,R,12968615,12970209,False,AT2G30432,locus:1009023162,AT2G30432,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,phenotype of allelic variants,NONE,Publication:501792636|PMID:3793867   ,calonso,2021-01-27,1
245,TCL1,2,R,12968615,12970209,False,AT2G30432,locus:1009023162,AT2G30432,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,phenotype of allelic variants,NONE,Publication:501792636|PMID:3793867   ,calonso,2021-01-27,1
246,TAX1,2,F,13256138,13256711,False,AT2G31090,locus:2055892,AT2G31090,acts upstream of or within,fruit morphogenesis,GO:0048530,20948,P,multicellular organism development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501764564|PMID:26071531  ,TAIR,2015-07-17,1
247,TAX1,2,F,13256138,13256711,False,AT2G31090,locus:2055892,AT2G31090,acts upstream of or within,fruit morphogenesis,GO:0048530,20948,P,anatomical structure development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501764564|PMID:26071531  ,TAIR,2015-07-17,1
248,WDR55,2,F,14465849,14468531,False,AT2G34260,locus:2040804,AT2G34260,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501748265|PMID:22447688  ,TAIR,2012-07-30,2
249,WDR55,2,F,14465849,14468531,False,AT2G34260,locus:2040804,AT2G34260,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501748265|PMID:22447688  ,TAIR,2012-07-30,2
250,WDR55,2,F,14465849,14468531,False,AT2G34260,locus:2040804,AT2G34260,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501748265|PMID:22447688  ,TAIR,2012-07-30,2
251,PTAC12,2,R,14581886,14584699,False,AT2G34640,locus:2062286,AT2G34640,acts upstream of or within,regulation of plant organ morphogenesis,GO:1905421,52632,P,multicellular organism development,IMP,none,,Publication:501800390|PMID:36063057  ,,2024-04-19,1
252,PTAC12,2,R,14581886,14584699,False,AT2G34640,locus:2062286,AT2G34640,acts upstream of or within,regulation of plant organ morphogenesis,GO:1905421,52632,P,anatomical structure development,IMP,none,,Publication:501800390|PMID:36063057  ,,2024-04-19,1
253,IKU1,2,F,14842293,14844434,False,AT2G35230,locus:2063419,AT2G35230,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501738191|PMID:20545893  ,TAIR,2010-08-25,2
254,IKU1,2,F,14842293,14844434,False,AT2G35230,locus:2063419,AT2G35230,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501738191|PMID:20545893  ,TAIR,2010-08-25,2
255,IKU1,2,F,14842293,14844434,False,AT2G35230,locus:2063419,AT2G35230,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501738191|PMID:20545893  ,TAIR,2010-08-25,2
256,IKU1,2,F,14842293,14844434,False,AT2G35230,gene:2063418,AT2G35230.1,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501705857|PMID:12692325  ,TAIR,2005-03-30,2
257,IKU1,2,F,14842293,14844434,False,AT2G35230,gene:2063418,AT2G35230.1,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501705857|PMID:12692325  ,TAIR,2005-03-30,2
258,IKU1,2,F,14842293,14844434,False,AT2G35230,gene:2063418,AT2G35230.1,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501705857|PMID:12692325  ,TAIR,2005-03-30,2
259,LEA18,2,R,14862901,14863387,False,AT2G35300,locus:2063409,AT2G35300,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501738348|PMID:20668063  ,TAIR,2011-04-01,2
260,LEA18,2,R,14862901,14863387,False,AT2G35300,locus:2063409,AT2G35300,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501738348|PMID:20668063  ,TAIR,2011-04-01,2
261,LEA18,2,R,14862901,14863387,False,AT2G35300,locus:2063409,AT2G35300,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501738348|PMID:20668063  ,TAIR,2011-04-01,2
262,cwINV4,2,R,15174730,15177870,False,AT2G36190,locus:2049445,AT2G36190,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501789340|PMID:32332089  ,TAIR,2020-07-03,1
263,cwINV4,2,R,15174730,15177870,False,AT2G36190,locus:2049445,AT2G36190,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501789340|PMID:32332089  ,TAIR,2020-07-03,1
264,cwINV4,2,R,15174730,15177870,False,AT2G36190,locus:2049445,AT2G36190,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501789340|PMID:32332089  ,TAIR,2020-07-03,1
265,AT2G36270,2,R,15204764,15207528,False,AT2G36270,locus:2049425,AT2G36270,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of physiological response,NONE,Publication:531|PMID:10760247  ,TAIR,2006-09-13,2
266,AT2G36270,2,R,15204764,15207528,False,AT2G36270,locus:2049425,AT2G36270,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of physiological response,NONE,Publication:531|PMID:10760247  ,TAIR,2006-09-13,2
267,AT2G36270,2,R,15204764,15207528,False,AT2G36270,locus:2049425,AT2G36270,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of physiological response,NONE,Publication:531|PMID:10760247  ,TAIR,2006-09-13,2
268,LCD1,2,F,15856630,15858920,False,AT2G37860,locus:2065649,AT2G37860,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IBA,none,PANTHER:PTN001256994|TAIR:locus:2065649,Communication:501741973,,2021-03-31,1
269,LCD1,2,F,15856630,15858920,False,AT2G37860,locus:2065649,AT2G37860,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IBA,none,PANTHER:PTN001256994|TAIR:locus:2065649,Communication:501741973,,2021-03-31,1
270,MIR160A,2,F,16340282,16340360,False,AT2G39175,locus:1009023215,AT2G39175,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501723012|PMID:17672844  ,TAIR,2008-01-25,1
271,MIR160A,2,F,16340282,16340360,False,AT2G39175,locus:1009023215,AT2G39175,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501723012|PMID:17672844  ,TAIR,2008-01-25,1
272,UMAMIT14,2,R,16491143,16493151,False,AT2G39510,locus:2039792,AT2G39510,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501767310|PMID:26628011  ,TAIR,2015-12-18,2
273,UMAMIT14,2,R,16491143,16493151,False,AT2G39510,locus:2039792,AT2G39510,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501767310|PMID:26628011  ,TAIR,2015-12-18,2
274,UMAMIT14,2,R,16491143,16493151,False,AT2G39510,locus:2039792,AT2G39510,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501767310|PMID:26628011  ,TAIR,2015-12-18,2
275,GEA6,2,R,16779552,16780258,False,AT2G40170,locus:2065041,AT2G40170,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501718211|PMID:16361514  ,TAIR,2006-01-20,2
276,GEA6,2,R,16779552,16780258,False,AT2G40170,locus:2065041,AT2G40170,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501718211|PMID:16361514  ,TAIR,2006-01-20,2
277,GEA6,2,R,16779552,16780258,False,AT2G40170,locus:2065041,AT2G40170,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501718211|PMID:16361514  ,TAIR,2006-01-20,2
278,ABI4,2,R,16796599,16797585,False,AT2G40220,locus:2005490,AT2G40220,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:2481|PMID:9634591   ,TAIR,2006-09-13,2
279,ABI4,2,R,16796599,16797585,False,AT2G40220,locus:2005490,AT2G40220,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:2481|PMID:9634591   ,TAIR,2006-09-13,2
280,ABI4,2,R,16796599,16797585,False,AT2G40220,locus:2005490,AT2G40220,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:2481|PMID:9634591   ,TAIR,2006-09-13,2
281,UMAMIT11,2,R,17063122,17065684,False,AT2G40900,locus:2058460,AT2G40900,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501767310|PMID:26628011  ,TAIR,2015-12-18,2
282,UMAMIT11,2,R,17063122,17065684,False,AT2G40900,locus:2058460,AT2G40900,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501767310|PMID:26628011  ,TAIR,2015-12-18,2
283,UMAMIT11,2,R,17063122,17065684,False,AT2G40900,locus:2058460,AT2G40900,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501767310|PMID:26628011  ,TAIR,2015-12-18,2
284,OSR1,2,R,17194926,17195674,False,AT2G41230,locus:2040302,AT2G41230,acts upstream of or within,post-embryonic plant organ development,GO:0090696,52623,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT3G59900,Publication:501742599|PMID:21457262  ,TAIR,2016-08-29,1
285,OSR1,2,R,17194926,17195674,False,AT2G41230,locus:2040302,AT2G41230,acts upstream of or within,post-embryonic plant organ development,GO:0090696,52623,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT3G59900,Publication:501742599|PMID:21457262  ,TAIR,2016-08-29,1
286,OSR1,2,R,17194926,17195674,False,AT2G41230,locus:2040302,AT2G41230,acts upstream of or within,post-embryonic plant organ development,GO:0090696,52623,P,post-embryonic development,IGI,double mutant analysis,AGI_LocusCode:AT3G59900,Publication:501742599|PMID:21457262  ,TAIR,2016-08-29,1
287,TFIIB1,2,R,17355331,17357598,False,AT2G41630,locus:2062703,AT2G41630,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501754560|PMID:23547107  ,TAIR,2013-07-24,2
288,TFIIB1,2,R,17355331,17357598,False,AT2G41630,locus:2062703,AT2G41630,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501754560|PMID:23547107  ,TAIR,2013-07-24,2
289,TFIIB1,2,R,17355331,17357598,False,AT2G41630,locus:2062703,AT2G41630,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501754560|PMID:23547107  ,TAIR,2013-07-24,2
290,SIN2,2,F,17374083,17376238,False,AT2G41670,gene:2062656,AT2G41670.1,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:376|PMID:10835408  ,TAIR,2004-08-31,1
291,SIN2,2,F,17374083,17376238,False,AT2G41670,gene:2062656,AT2G41670.1,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:376|PMID:10835408  ,TAIR,2004-08-31,1
292,SIN2,2,F,17374083,17376238,False,AT2G41670,gene:2062656,AT2G41670.1,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:376|PMID:10835408  ,TAIR,2004-08-31,1
293,TEB,2,R,17436529,17438040,False,AT2G41800,locus:2054336,AT2G41800,involved in,regulation of plant organ morphogenesis,GO:1905421,52632,P,multicellular organism development,IMP,none,,Publication:501773639|PMID:27968989  ,,2023-07-14,1
294,TEB,2,R,17436529,17438040,False,AT2G41800,locus:2054336,AT2G41800,involved in,regulation of plant organ morphogenesis,GO:1905421,52632,P,anatomical structure development,IMP,none,,Publication:501773639|PMID:27968989  ,,2023-07-14,1
