name	tair_object	p1	p2	x	chr
Gene:2205738	AT1G27210.1	9455368	9458026	R	1
Gene:4515100656	AT1G27213.1	9460035	9460187	R	1
Gene:3435942	AT1G27220.1	9463806	9465444	F	1
Gene:3435946	AT1G27240.1	9466237	9467076	F	1
Gene:3435938	AT1G27250.1	9468568	9469634	F	1
Gene:2015993	AT1G27260.1	9469948	9470967	F	1
Gene:2015898	AT1G27270.1	9472077	9473149	F	1
Gene:2015918	AT1G27280.1	9474027	9474990	F	1
Gene:2824831	AT1G27285.1	9476197	9480516	F	1
Gene:2015943	AT1G27290.1	9481532	9482912	F	1
Gene:4010711845	AT1G27290.2	9481532	9482912	F	1
Gene:2015953	AT1G27300.1	9483157	9484368	F	1
Gene:2015913	AT1G27310.1	9484316	9485896	R	1
Gene:2015963	AT1G27320.1	9487780	9492572	F	1
Gene:2015968	AT1G27330.1	9492964	9494069	F	1
Gene:2015973	AT1G27340.1	9495520	9498085	F	1
Gene:2015983	AT1G27350.1	9498151	9499425	R	1
Gene:1006229610	AT1G27360.2	9501077	9503869	F	1
Gene:4010711846	AT1G27360.3	9501777	9503869	F	1
Gene:4010711847	AT1G27360.4	9501821	9503869	F	1
Gene:2015998	AT1G27360.1	9501971	9503869	F	1
Gene:2016013	AT1G27370.1	9505201	9508280	R	1
Gene:1009021237	AT1G27370.3	9505202	9507328	R	1
Gene:4010711848	AT1G27370.4	9505202	9508322	R	1
Gene:1006229611	AT1G27370.2	9505202	9508481	R	1
Gene:1005715649	AT1G27380.2	9508745	9510066	R	1
Gene:2016008	AT1G27380.1	9508761	9510057	R	1
Gene:5019473932	AT1G27385.3	9510475	9512820	R	1
Gene:5019473933	AT1G27385.4	9510475	9512820	R	1
Gene:3687881	AT1G27385.1	9510938	9512860	R	1
Gene:4010711849	AT1G27385.2	9510938	9512860	R	1
Gene:2015903	AT1G27390.1	9513089	9515001	R	1
Gene:2015928	AT1G27400.1	9515135	9516940	F	1
Gene:2015938	AT1G27410.1	9517201	9519025	F	1
Gene:2015978	AT1G27420.1	9519108	9520520	F	1
Gene:2015988	AT1G27430.1	9520911	9526928	R	1
Gene:3687872	AT1G27435.1	9527574	9528878	R	1
Gene:2016003	AT1G27440.1	9529141	9531375	R	1
Gene:2016018	AT1G27450.1	9531839	9534114	F	1
Gene:6530296270	AT1G27450.3	9531839	9534041	F	1
Gene:1005027882	AT1G27450.2	9532335	9534114	F	1
Gene:2016028	AT1G27460.1	9534532	9537561	F	1
Gene:4515100657	AT1G27461.1	9537746	9539013	R	1
Gene:2015908	AT1G27470.1	9540113	9544292	R	1
Gene:2015923	AT1G27480.1	9544514	9546285	F	1
Gene:2015933	AT1G27490.1	9546373	9547073	R	1
Gene:2015958	AT1G27500.1	9551451	9554139	R	1
Gene:3433294	AT1G27510.1	9554745	9558367	R	1
Gene:2196873	AT1G27520.1	9558635	9562381	F	1
Gene:2196878	AT1G27530.1	9562591	9563963	R	1
Gene:2196883	AT1G27540.1	9566332	9567906	R	1
Gene:4010711850	AT1G27540.2	9566608	9567888	R	1
Gene:2196893	AT1G27550.1	9568813	9569330	R	1
Gene:2196903	AT1G27560.1	9570855	9571987	R	1
Gene:4010711851	AT1G27565.1	9574550	9575189	F	1
Gene:2196913	AT1G27570.1	9575538	9582376	F	1
Gene:5019473934	AT1G27570.2	9575538	9582376	F	1
Gene:3433104	AT1G27580.1	9589933	9591075	R	1
Gene:3433092	AT1G27590.1	9592128	9594586	F	1
Gene:3433096	AT1G27595.1	9596360	9603255	F	1
Gene:1006229888	AT1G27600.2	9603178	9606101	R	1
Gene:3433088	AT1G27600.1	9603553	9606101	R	1
Gene:3433116	AT1G27610.1	9607111	9607577	R	1
Gene:3433120	AT1G27620.1	9608418	9610542	F	1
Gene:3433100	AT1G27630.1	9611103	9614336	F	1
Gene:3433112	AT1G27640.1	9614463	9614906	R	1
Gene:3433108	AT1G27650.1	9614551	9616357	F	1
Gene:4010711852	AT1G27650.2	9614551	9616357	F	1
Gene:2199215	AT1G27660.1	9621570	9626004	F	1
Gene:2199225	AT1G27670.1	9627572	9628496	R	1
Gene:4515100658	AT1G27671.1	9629026	9630729	F	1
Gene:2199240	AT1G27680.1	9631285	9634597	F	1
Gene:2199190	AT1G27690.1	9636594	9638577	F	1
Gene:504954005	AT1G27695.1	9639024	9640151	F	1
Gene:1009021172	AT1G27695.2	9639147	9640151	F	1
Gene:2199195	AT1G27700.1	9640198	9641901	R	1
Gene:2199200	AT1G27710.1	9642474	9643352	F	1
Gene:4010711853	AT1G27710.2	9642474	9643352	F	1
Gene:2199205	AT1G27720.1	9643351	9647376	R	1
Gene:2199245	AT1G27730.1	9648141	9649073	R	1
Gene:2199220	AT1G27740.1	9654688	9656089	F	1
Gene:2199235	AT1G27750.1	9657385	9661958	F	1
Gene:4515100659	AT1G27752.2	9662085	9667539	F	1
Gene:4010711854	AT1G27752.1	9662085	9667468	F	1
Gene:2199230	AT1G27760.1	9668584	9671616	F	1
Gene:1006229909	AT1G27760.3	9668584	9671616	F	1
Gene:1005715192	AT1G27760.2	9668601	9671610	F	1
Gene:1005027854	AT1G27770.2	9671638	9676157	R	1
Gene:3433790	AT1G27770.1	9671638	9676157	R	1
Gene:3433810	AT1G27780.1	9677043	9682982	F	1
Gene:3433802	AT1G27790.1	9683681	9684043	F	1
Gene:3433818	AT1G27800.1	9684838	9685473	F	1
Gene:3433806	AT1G27810.1	9686068	9687016	R	1
Gene:2823872	AT1G27815.1	9687757	9690536	R	1
Gene:3433814	AT1G27820.1	9691628	9692560	F	1
Gene:1009021176	AT1G27840.3	9693008	9696364	R	1
Gene:2029814	AT1G27840.1	9693008	9696412	R	1
Gene:1009021177	AT1G27840.2	9693008	9696364	R	1
Gene:2029835	AT1G27850.1	9698417	9703941	F	1
Gene:2029845	AT1G27860.1	9704558	9706238	R	1
Gene:2029840	AT1G27870.1	9706657	9707298	R	1
Gene:2029798	AT1G27880.1	9708924	9714089	F	1
Gene:3433798	AT1G27890.1	9714136	9715044	R	1
Gene:2010548	AT1G27900.1	9715453	9720568	R	1
Gene:2010423	AT1G27910.1	9720736	9724714	R	1
Gene:2010433	AT1G27920.1	9726948	9729848	F	1
Gene:4515100660	AT1G27921.1	9728124	9730331	R	1
Gene:6530296271	AT1G27921.2	9729093	9730331	R	1
Gene:2010448	AT1G27930.1	9731260	9732719	R	1
Gene:2010463	AT1G27940.1	9733597	9738129	R	1
Gene:2010478	AT1G27950.1	9740704	9742159	F	1
Gene:2010493	AT1G27960.1	9742188	9745787	R	1
Gene:2010508	AT1G27970.1	9746811	9748046	F	1
Gene:4010711855	AT1G27970.2	9746811	9748467	F	1
Gene:2010523	AT1G27980.1	9748737	9752769	F	1
Gene:2010418	AT1G27990.1	9752799	9753952	R	1
Gene:2010428	AT1G28000.1	9756674	9757963	R	1
Gene:5019473935	AT1G28002.1	9759212	9760165	F	1
Gene:4515100661	AT1G28007.1	9762024	9762209	F	1
Gene:2010443	AT1G28010.1	9763436	9768068	F	1
Gene:2010458	AT1G28020.1	9768395	9771157	R	1
Gene:2010473	AT1G28030.1	9771793	9773345	F	1
Gene:2010488	AT1G28040.1	9773580	9775481	R	1
Gene:2010503	AT1G28050.1	9775528	9777810	R	1
Gene:2010518	AT1G28060.1	9779138	9782700	F	1
Gene:2010533	AT1G28070.1	9782996	9783998	F	1
Gene:2010543	AT1G28080.1	9789826	9791546	F	1
Gene:2010438	AT1G28090.1	9795762	9799063	F	1
Gene:1006229557	AT1G28090.2	9795763	9799063	F	1
Gene:4010711856	AT1G28090.3	9796153	9799063	F	1
Gene:1005715712	AT1G28100.2	9801082	9804394	F	1
Gene:4010711857	AT1G28100.4	9801082	9804092	F	1
Gene:4010711858	AT1G28100.5	9801082	9804092	F	1
Gene:2010538	AT1G28100.1	9801082	9804092	F	1
Gene:1006229558	AT1G28100.3	9801947	9804092	F	1
Gene:1006229559	AT1G28110.2	9803641	9806896	R	1
Gene:2010453	AT1G28110.1	9803865	9806896	R	1
Gene:2010468	AT1G28120.1	9812959	9815544	R	1
Gene:3686528	AT1G28130.1	9825286	9828067	F	1
Gene:1005715711	AT1G28130.2	9826295	9828067	F	1
Gene:3686532	AT1G28135.1	9829261	9829584	F	1
Gene:3686522	AT1G28140.1	9832816	9834427	R	1
Gene:3686543	AT1G28150.1	9834943	9835904	R	1
Gene:3686538	AT1G28160.1	9839387	9840124	F	1
Gene:2032214	AT1G28170.1	9841332	9842312	F	1
Gene:2032209	AT1G28180.1	9843075	9845002	R	1
Gene:2032189	AT1G28190.1	9846884	9847923	R	1
Gene:2032184	AT1G28200.1	9850147	9852366	R	1
Gene:2032174	AT1G28210.1	9854546	9860158	F	1
Gene:1005715367	AT1G28210.2	9854546	9860158	F	1
Gene:2032158	AT1G28220.1	9860303	9861434	R	1
Gene:2032147	AT1G28230.1	9862073	9864606	R	1
Gene:2032136	AT1G28240.1	9868316	9872211	R	1
Gene:2032230	AT1G28250.1	9874247	9875579	F	1
Gene:1006229799	AT1G28260.2	9875600	9879267	R	1
Gene:2032204	AT1G28260.1	9875600	9879174	R	1
Gene:2032194	AT1G28270.1	9883038	9883870	F	1
Gene:4515100662	AT1G28280.2	9886077	9887478	R	1
Gene:2032199	AT1G28280.1	9886077	9887478	R	1
Gene:4515100663	AT1G28281.1	9887519	9887656	F	1
Gene:4010711859	AT1G28290.2	9889125	9890875	R	1
Gene:2032179	AT1G28290.1	9889125	9890993	R	1
Gene:2032169	AT1G28300.1	9896867	9899876	R	1
Gene:5019473936	AT1G28304.1	9903567	9904010	F	1
Gene:4010711860	AT1G28305.1	9904734	9905516	R	1
Gene:4515100664	AT1G28306.1	9907202	9907615	R	1
Gene:4515100665	AT1G28307.1	9909020	9909127	F	1
Gene:1009021212	AT1G28310.2	9911898	9913698	R	1
Gene:2032152	AT1G28310.1	9912203	9913837	R	1
Gene:2032141	AT1G28320.1	9920507	9924488	R	1
Gene:2825939	AT1G28323.1	9928401	9931731	F	1
Gene:2825929	AT1G28327.1	9931934	9933451	F	1
Gene:2032225	AT1G28330.1	9933884	9935269	R	1
Gene:1005715368	AT1G28330.3	9933909	9935264	R	1
Gene:1005715369	AT1G28330.2	9933909	9935266	R	1
Gene:6530296272	AT1G28330.5	9933922	9935271	R	1
Gene:5019473937	AT1G28330.4	9934134	9935266	R	1
Gene:1009021376	AT1G28335.1	9937001	9937733	F	1
Gene:3434071	AT1G28340.1	9940175	9943549	F	1
Gene:2032163	AT1G28350.1	9944036	9949800	F	1
Gene:2032509	AT1G28360.1	9951848	9952740	F	1
Gene:2032499	AT1G28370.1	9955969	9956940	R	1
Gene:3690589	AT1G28375.1	9961055	9961703	F	1
Gene:2032531	AT1G28380.1	9963593	9966320	F	1
Gene:6530296273	AT1G28390.2	9966186	9968301	R	1
Gene:2032524	AT1G28390.1	9966628	9968286	R	1
Gene:6530296274	AT1G28395.5	9969321	9971681	R	1
Gene:4515100666	AT1G28395.4	9969418	9971518	R	1
Gene:1006229802	AT1G28395.3	9969442	9971518	R	1
Gene:1005715363	AT1G28395.2	9969536	9971458	R	1
Gene:3690578	AT1G28395.1	9969540	9971518	R	1
Gene:2032514	AT1G28400.1	9972384	9973793	R	1
Gene:2032519	AT1G28410.1	9976182	9979267	R	1
Gene:2032504	AT1G28420.1	9979802	9987638	F	1
Gene:2032563	AT1G28430.1	9992986	9994642	R	1
Gene:2032552	AT1G28440.1	9996824	10000447	F	1
Gene:5019473938	AT1G28447.1	10003150	10003540	F	1
Gene:2032542	AT1G28450.1	10003966	10004523	F	1
Gene:2825955	AT1G28455.1	10005230	10005700	F	1
Gene:2032536	AT1G28460.1	10006230	10006778	F	1
Gene:2825950	AT1G28465.1	10007521	10008087	F	1
Gene:2032579	AT1G28470.1	10010181	10012198	F	1
Gene:2032573	AT1G28480.1	10013474	10014073	R	1
Gene:2032568	AT1G28490.1	10015919	10018047	F	1
Gene:1009021304	AT1G28490.2	10015978	10018047	F	1
Gene:2032558	AT1G28500.1	10018691	10020350	F	1
Gene:2032547	AT1G28510.1	10023876	10026295	F	1
Gene:2018737	AT1G28520.1	10029150	10031990	F	1
Gene:4010711861	AT1G28520.2	10029150	10031913	F	1
Gene:3434083	AT1G28530.1	10031997	10035500	R	1
Gene:1006229647	AT1G28530.2	10031997	10035499	R	1
Gene:3434067	AT1G28540.1	10035664	10036956	F	1
Gene:3434079	AT1G28550.1	10036966	10037698	R	1
Gene:3434075	AT1G28560.1	10038038	10041544	R	1
Gene:4515100667	AT1G28560.2	10038038	10041544	R	1
Gene:2018672	AT1G28570.1	10041641	10044147	R	1
Gene:1006229646	AT1G28570.2	10041641	10044150	R	1
Gene:2018757	AT1G28580.1	10044337	10046442	R	1
Gene:1006229651	AT1G28580.2	10044337	10046427	R	1
Gene:2018742	AT1G28590.1	10047276	10049300	R	1
Gene:5019473939	AT1G28591.1	10049485	10049857	R	1
Gene:1009021302	AT1G28600.2	10051001	10053117	R	1
Gene:2018752	AT1G28600.1	10051014	10053117	R	1
Gene:2018732	AT1G28610.1	10053617	10055681	R	1
Gene:1006229650	AT1G28610.2	10053617	10055731	R	1
Gene:2824959	AT1G28620.1	10056193	10057819	R	1
Gene:4010711864	AT1G28630.4	10058456	10063452	R	1
Gene:2018722	AT1G28630.1	10060839	10063460	R	1
Gene:4010711862	AT1G28630.2	10060839	10063452	R	1
Gene:4515100668	AT1G28630.5	10060839	10062960	R	1
Gene:4010711863	AT1G28630.3	10061223	10063460	R	1
Gene:2018707	AT1G28640.1	10067563	10069177	R	1
Gene:2018717	AT1G28650.1	10069365	10071082	R	1
Gene:1005715622	AT1G28660.2	10071712	10073388	R	1
Gene:2018702	AT1G28660.1	10071712	10073411	R	1
Gene:2018692	AT1G28670.1	10074507	10076344	R	1
Gene:4010711865	AT1G28685.1	10077923	10079643	R	1
Gene:2018677	AT1G28680.1	10078189	10080029	F	1
Gene:2018667	AT1G28690.1	10080042	10081604	R	1
Gene:1006229648	AT1G28695.1	10081894	10083122	R	1
Gene:2018687	AT1G28700.1	10083500	10085030	R	1
Gene:6530296275	AT1G28710.3	10086600	10089772	R	1
Gene:2018782	AT1G28710.1	10086637	10088071	R	1
Gene:5019473940	AT1G28710.2	10086637	10089535	R	1
Gene:1005715606	AT1G28720.1	10089437	10089508	F	1
Gene:1005715608	AT1G28730.1	10089898	10089969	F	1
Gene:1005715609	AT1G28740.1	10090368	10090439	F	1
Gene:1005715610	AT1G28750.1	10090769	10090840	F	1
Gene:1005715613	AT1G28770.1	10092325	10092396	F	1
Gene:1005715616	AT1G28780.1	10092801	10092872	F	1
Gene:1005715618	AT1G28790.1	10093309	10093380	F	1
Gene:1005715603	AT1G28800.1	10093746	10093817	F	1
Gene:1005715604	AT1G28810.1	10094173	10094244	F	1
Gene:4010711866	AT1G28815.1	10095797	10096374	F	1
Gene:1005715605	AT1G28820.1	10096951	10097022	F	1
Gene:1005715607	AT1G28830.1	10097114	10097185	F	1
Gene:1005715611	AT1G28840.1	10097718	10097789	F	1
Gene:1005715612	AT1G28850.1	10098653	10098724	F	1
Gene:1005715614	AT1G28860.1	10099079	10099150	F	1
Gene:1005715615	AT1G28870.1	10099425	10099496	F	1
Gene:1005715617	AT1G28880.1	10099827	10099898	F	1
Gene:1005715619	AT1G28890.1	10100273	10100344	F	1
Gene:1005715594	AT1G28900.1	10101028	10101099	F	1
Gene:1005715596	AT1G28910.1	10101600	10101671	F	1
Gene:1005715595	AT1G28920.1	10101993	10102064	F	1
Gene:2018747	AT1G28760.1	10103158	10104588	F	1
Gene:1005715597	AT1G28930.1	10106090	10106161	F	1
Gene:1005715598	AT1G28940.1	10106528	10106599	F	1
Gene:1005715600	AT1G28950.1	10106898	10106969	F	1
Gene:1005715599	AT1G28970.1	10107649	10107720	F	1
Gene:1005715601	AT1G28980.1	10108389	10108460	F	1
Gene:1005715602	AT1G28990.1	10108710	10108781	F	1
Gene:1005715621	AT1G28960.2	10109500	10111660	R	1
Gene:1009021310	AT1G28960.5	10109594	10111660	R	1
Gene:1006229649	AT1G28960.4	10109599	10111660	R	1
Gene:3690158	AT1G28960.1	10109618	10111660	R	1
Gene:1005715620	AT1G28960.3	10109656	10111660	R	1
Gene:3433830	AT1G29000.1	10113018	10114340	F	1
Gene:3433822	AT1G29010.1	10117715	10119085	F	1
Gene:3433826	AT1G29020.1	10120497	10122902	R	1
Gene:6530296276	AT1G29025.1	10124348	10127068	R	1
Gene:2029993	AT1G29030.1	10129035	10133961	R	1
Gene:1005715391	AT1G29040.2	10134069	10135356	F	1
Gene:1009021312	AT1G29040.3	10134069	10135356	F	1
Gene:5019473941	AT1G29040.4	10134069	10136241	F	1
Gene:2029963	AT1G29040.1	10134069	10136124	F	1
Gene:5019473942	AT1G29041.1	10135451	10136241	F	1
Gene:2029958	AT1G29050.1	10136230	10139208	R	1
Gene:2029953	AT1G29060.1	10147693	10149686	F	1
Gene:2029943	AT1G29070.1	10149791	10151360	F	1
Gene:4010711867	AT1G29071.1	10151668	10151774	R	1
Gene:2825655	AT1G29075.1	10153543	10154701	F	1
Gene:2029933	AT1G29080.1	10157494	10158674	R	1
Gene:2029923	AT1G29090.1	10162983	10164452	R	1
Gene:2029913	AT1G29100.1	10169084	10169619	F	1
Gene:2030026	AT1G29110.1	10171683	10173071	F	1
Gene:6530296277	AT1G29120.5	10174187	10178521	F	1
Gene:1006227811	AT1G29120.2	10174242	10178428	F	1
Gene:1009021318	AT1G29120.3	10174281	10178458	F	1
Gene:2029903	AT1G29120.1	10174281	10178427	F	1
Gene:1009021319	AT1G29120.4	10174282	10178489	F	1
Gene:2030021	AT1G29140.1	10178902	10180019	F	1
Gene:2030016	AT1G29150.1	10180518	10182703	F	1
Gene:2030005	AT1G29160.1	10183797	10184324	R	1
Gene:4515100670	AT1G29170.3	10190214	10194900	R	1
Gene:2029999	AT1G29170.1	10190352	10194900	R	1
Gene:4515100669	AT1G29170.2	10190352	10194900	R	1
Gene:1009021369	AT1G29179.1	10198764	10200255	F	1
Gene:2030031	AT1G29180.1	10199628	10200962	F	1
Gene:2029988	AT1G29190.1	10201045	10201799	R	1
Gene:3690169	AT1G29195.1	10202536	10203396	R	1
Gene:1005715390	AT1G29210.1	10207306	10207378	R	1
Gene:4515100671	AT1G29200.2	10207822	10210622	F	1
Gene:2029983	AT1G29200.1	10207927	10210622	F	1
Gene:4515100672	AT1G29200.3	10207927	10210622	F	1
Gene:2029978	AT1G29220.1	10210520	10212722	R	1
Gene:6530296278	AT1G29220.2	10210648	10212722	R	1
Gene:2029973	AT1G29230.1	10214860	10216422	F	1
Gene:2029968	AT1G29240.1	10216779	10219846	R	1
Gene:2029948	AT1G29250.1	10223266	10224727	R	1
Gene:2029938	AT1G29260.1	10224815	10226205	F	1
Gene:4010711868	AT1G29265.1	10227073	10227195	F	1
Gene:2029928	AT1G29270.1	10230087	10231142	F	1
Gene:2029918	AT1G29280.1	10236367	10237467	F	1
Gene:2029908	AT1G29290.1	10244966	10245572	F	1
Gene:2030011	AT1G29300.1	10247780	10249594	R	1
Gene:2029893	AT1G29310.1	10252294	10254690	F	1
Gene:2013677	AT1G29320.1	10255321	10258343	F	1
Gene:3690152	AT1G29330.1	10258248	10261112	R	1
Gene:2013687	AT1G29340.1	10264395	10266818	F	1
Gene:2013692	AT1G29350.1	10268469	10273788	R	1
Gene:504954160	AT1G29355.1	10274048	10275539	F	1
Gene:4010711869	AT1G29357.1	10274102	10275656	R	1
Gene:4010711870	AT1G29357.2	10274141	10275718	R	1
Gene:2824616	AT1G29360.1	10275979	10277747	F	1
Gene:2013712	AT1G29370.1	10277890	10283198	R	1
Gene:2013727	AT1G29380.1	10284121	10285970	F	1
Gene:1006229584	AT1G29390.2	10286293	10288103	R	1
Gene:2013742	AT1G29390.1	10286293	10287904	R	1
Gene:3687037	AT1G29395.1	10288197	10289621	R	1
Gene:2013582	AT1G29400.1	10290040	10294478	R	1
Gene:1005715675	AT1G29400.2	10290040	10294630	R	1
Gene:1005715676	AT1G29410.2	10297877	10300005	R	1
Gene:2013587	AT1G29410.1	10298370	10300005	R	1
Gene:4010711871	AT1G29418.1	10300878	10301302	F	1
Gene:2013752	AT1G29420.1	10301152	10301951	R	1
Gene:2013592	AT1G29430.1	10302650	10303335	R	1
Gene:2013597	AT1G29440.1	10304507	10305108	R	1
Gene:2013607	AT1G29450.1	10305951	10306499	R	1
Gene:2013617	AT1G29460.1	10307507	10308143	R	1
Gene:4515100673	AT1G29465.1	10308574	10309798	F	1
Gene:1009021088	AT1G29470.2	10310245	10313755	R	1
Gene:2013627	AT1G29470.1	10310245	10314048	R	1
Gene:2824611	AT1G29475.1	10315834	10317528	F	1
Gene:2013642	AT1G29480.1	10317936	10318711	F	1
Gene:2013652	AT1G29490.1	10319744	10320402	F	1
Gene:2013697	AT1G29500.1	10321210	10321864	F	1
Gene:2013702	AT1G29510.1	10322574	10323189	F	1
Gene:2013707	AT1G29520.1	10323655	10324743	F	1
Gene:2013717	AT1G29530.1	10324745	10326735	R	1
Gene:2013732	AT1G29540.1	10327371	10328105	F	1
Gene:2013747	AT1G29550.1	10330514	10332326	F	1
Gene:2013757	AT1G29560.1	10332371	10335694	F	1
Gene:4515100674	AT1G29560.2	10332371	10335694	F	1
Gene:2013762	AT1G29570.1	10335910	10337854	F	1
Gene:2013767	AT1G29580.1	10338443	10339146	F	1
Gene:2013772	AT1G29590.1	10339937	10341628	F	1
Gene:6530296279	AT1G29590.2	10339937	10342848	F	1
Gene:2013602	AT1G29600.1	10344046	10346243	F	1
Gene:2013622	AT1G29620.1	10347363	10349017	F	1
Gene:4515100675	AT1G29630.3	10349427	10353736	F	1
Gene:2013632	AT1G29630.1	10349466	10353736	F	1
Gene:4010711872	AT1G29630.2	10349466	10353731	F	1
Gene:2013637	AT1G29640.1	10355703	10356482	R	1
Gene:2013647	AT1G29650.1	10357606	10363195	F	1
Gene:2013657	AT1G29660.1	10371839	10373766	F	1
Gene:2013662	AT1G29670.1	10375763	10377871	F	1
Gene:2013667	AT1G29680.1	10377790	10378961	R	1
Gene:2013672	AT1G29690.1	10379020	10382123	R	1
Gene:3687045	AT1G29700.1	10384981	10387441	R	1
Gene:2013737	AT1G29710.1	10387673	10389100	F	1
Gene:2826943	AT1G29715.1	10389294	10392668	R	1
Gene:2019336	AT1G29720.1	10393797	10399873	R	1
Gene:3435574	AT1G29730.1	10400564	10405874	R	1
Gene:2019366	AT1G29740.1	10407379	10412997	R	1
Gene:2203846	AT1G29750.1	10413881	10420251	R	1
Gene:1005715586	AT1G29750.2	10413881	10420524	R	1
Gene:2019346	AT1G29760.1	10422331	10424327	F	1
Gene:2019331	AT1G29770.1	10424576	10425801	F	1
Gene:2019351	AT1G29780.1	10426950	10427615	F	1
Gene:4010711874	AT1G29785.2	10427613	10429083	R	1
Gene:4010711873	AT1G29785.1	10428509	10429133	R	1
Gene:2019311	AT1G29790.1	10429976	10432034	F	1
Gene:4515100677	AT1G29790.2	10430025	10431971	F	1
Gene:1009021107	AT1G29800.2	10432601	10435336	F	1
Gene:2019361	AT1G29800.1	10432601	10435441	F	1
Gene:2019296	AT1G29810.1	10435374	10437506	R	1
Gene:2019291	AT1G29820.1	10437657	10440786	F	1
Gene:4515100678	AT1G29820.2	10437865	10440786	F	1
Gene:5019473944	AT1G29830.3	10441053	10445657	F	1
Gene:2019281	AT1G29830.1	10441622	10445657	F	1
Gene:4515100679	AT1G29830.2	10441622	10445657	F	1
Gene:2019276	AT1G29840.1	10445625	10447553	R	1
Gene:2019376	AT1G29850.1	10447754	10449946	F	1
Gene:5019473945	AT1G29850.3	10447754	10449946	F	1
Gene:1005715585	AT1G29850.2	10447754	10449946	F	1
Gene:2019381	AT1G29860.1	10454482	10455785	F	1
Gene:2019341	AT1G29870.1	10456902	10458782	R	1
Gene:2019326	AT1G29880.1	10459478	10462801	R	1
Gene:1009021095	AT1G29890.2	10463403	10467170	F	1
Gene:2019306	AT1G29890.1	10463423	10467170	F	1
Gene:2019301	AT1G29900.1	10468054	10472211	F	1
Gene:2019286	AT1G29910.1	10472280	10473299	R	1
Gene:2019371	AT1G29920.1	10474784	10475959	R	1
Gene:2019321	AT1G29930.1	10478005	10479048	F	1
Gene:3688477	AT1G29940.1	10479121	10486819	R	1
Gene:3692232	AT1G29950.1	10491698	10494598	F	1
Gene:1006229904	AT1G29950.2	10491975	10494598	F	1
Gene:4515100680	AT1G29951.1	10491975	10494598	F	1
Gene:4515100681	AT1G29952.1	10491975	10494598	F	1
Gene:2019356	AT1G29960.1	10494707	10496170	F	1
Gene:4010711875	AT1G29962.1	10496730	10497287	F	1
Gene:1005715205	AT1G29965.1	10498310	10499462	R	1
Gene:4010711876	AT1G29970.2	10498351	10501427	R	1
Gene:2198268	AT1G29970.1	10499665	10501452	R	1
Gene:5019473946	AT1G29970.3	10499665	10501452	R	1
Gene:2198278	AT1G29980.1	10503278	10506117	R	1
Gene:1006229903	AT1G29980.2	10503280	10504843	R	1
Gene:2198288	AT1G29990.1	10507593	10509098	F	1
Gene:2198298	AT1G30000.1	10509211	10512468	R	1
Gene:2198308	AT1G30010.1	10513194	10516385	F	1
Gene:2198246	AT1G30020.1	10515874	10516347	R	1
Gene:4515100682	AT1G30016.1	10521120	10521215	R	1
Gene:2823825	AT1G30030.1	10531831	10534842	F	1
Gene:2198257	AT1G30040.1	10537648	10539831	F	1
Gene:1009021100	AT1G30040.2	10537648	10539188	F	1
Gene:2198263	AT1G30050.1	10543022	10544591	F	1
Gene:2198273	AT1G30060.1	10545087	10545906	R	1
Gene:2198283	AT1G30070.1	10546591	10548151	R	1
Gene:6530296280	AT1G30070.2	10546594	10548140	R	1
Gene:2198293	AT1G30080.1	10550947	10553215	R	1
Gene:2198303	AT1G30090.1	10559561	10561423	R	1
Gene:2202491	AT1G30100.1	10571340	10573365	F	1
Gene:6530296281	AT1G30110.2	10581735	10583949	F	1
Gene:2202486	AT1G30110.1	10582074	10584080	F	1
Gene:2202475	AT1G30120.1	10584160	10586635	R	1
Gene:1006229945	AT1G30130.2	10587602	10589622	F	1
Gene:2202470	AT1G30130.1	10587602	10589760	F	1
Gene:3692880	AT1G30135.1	10596492	10597239	F	1
Gene:2202465	AT1G30140.1	10598627	10599696	F	1
Gene:2202460	AT1G30150.1	10602178	10605159	F	1
Gene:2202501	AT1G30160.1	10606210	10607810	F	1
Gene:1009021128	AT1G30160.2	10606251	10607784	F	1
Gene:2202496	AT1G30170.1	10607888	10609618	R	1
Gene:3692889	AT1G30180.1	10610685	10614013	F	1
Gene:2202481	AT1G30190.1	10618966	10619802	F	1
Gene:1006229552	AT1G30200.2	10625029	10627105	F	1
Gene:3692876	AT1G30200.1	10625029	10627099	F	1
Gene:2009796	AT1G30210.1	10627185	10630538	R	1
Gene:1005715716	AT1G30210.2	10627185	10630610	R	1
Gene:2009831	AT1G30220.1	10632821	10635471	R	1
Gene:2009806	AT1G30230.1	10638911	10640782	F	1
Gene:4010711877	AT1G30230.2	10638914	10640782	F	1
Gene:4010711878	AT1G30240.2	10641099	10645935	R	1
Gene:2009791	AT1G30240.1	10641099	10645935	R	1
Gene:2009801	AT1G30250.1	10646987	10647511	R	1
Gene:2009781	AT1G30260.1	10651051	10651728	F	1
Gene:2009811	AT1G30270.1	10654857	10658897	F	1
Gene:2009816	AT1G30280.1	10662663	10664668	R	1
Gene:4010711879	AT1G30282.1	10663332	10664763	F	1
Gene:2009786	AT1G30290.1	10670320	10672740	R	1
Gene:2009826	AT1G30300.1	10672998	10675368	F	1
Gene:2826962	AT1G30310.1	10675489	10675935	R	1
Gene:2204196	AT1G30320.1	10680246	10682954	F	1
Gene:2204236	AT1G30330.1	10685822	10690838	R	1
Gene:1009021137	AT1G30330.2	10685822	10690838	R	1
